url,timestamp,comment
https://x.com/yacinemtb/status/1897043233009811778?s=46&t=HBHv31n-PSDdD_vOuu7DZg,2025-02-16T23:21:00.000Z,ben’s new notes
https://x.com/ghosttyped/status/1897365082855891368?s=46&t=HBHv31n-PSDdD_vOuu7DZg,2025-02-16T23:21:00.000Z,ben’s new notes
https://x.com/fuma_nama/status/1898691874707439955?s=46&t=HBHv31n-PSDdD_vOuu7DZg,2025-02-16T23:21:00.000Z,ben’s new notes
https://highlightai.com/,2025-02-16T23:21:00.000Z,ben’s new notes
https://github.com/scalar/scalar,2025-02-16T23:21:00.000Z,ben’s new notes
https://olmocr.allenai.org/,2025-02-16T23:21:00.000Z,ben’s new notes
https://featherless.ai/,2025-02-16T23:21:00.000Z,ben’s new notes
https://nextjs.org/blog/building-apis-with-nextjs,2025-02-16T23:21:00.000Z,ben’s new notes
https://double.finance/,2025-02-16T23:21:00.000Z,ben’s new notes
https://frec.com/,2025-02-16T23:21:00.000Z,ben’s new notes
https://news.ycombinator.com/item?id=43173378,2025-02-16T23:21:00.000Z,ben’s new notes
https://github.com/turbomaze/untemplate,2025-02-16T23:21:00.000Z,ben’s new notes
https://minimaxir.com/2025/02/embeddings-parquet/,2025-02-16T23:21:00.000Z,ben’s new notes
https://github.com/PennyroyalTea/gibberlink?tab=readme-ov-file,2025-02-16T23:21:00.000Z,ben’s new notes
https://www.mascot.bot/#features,2025-02-16T23:21:00.000Z,ben’s new notes
https://getomni.ai/,2025-02-16T23:21:00.000Z,ben’s new notes
https://gethorse.com/?via=creativerly&ref=creativerly.com,2025-02-16T23:21:00.000Z,ben’s new notes
https://css-tricks.com/animating-number-counters/,2025-02-16T23:21:00.000Z,ben’s new notes
https://demo.augu.rs/,2025-02-16T23:21:00.000Z,ben’s new notes
https://payloadcms.com/,2025-02-16T23:21:00.000Z,ben’s new notes
https://github.com/microsoft/OmniParser?tab=readme-ov-file,2025-02-16T23:21:00.000Z,ben’s new notes
https://flags-sdk.dev/,2025-02-16T23:21:00.000Z,ben’s new notes
https://skiplabs.io/,2025-02-16T23:21:00.000Z,ben’s new notes
https://docs.dbos.dev/why-dbos,2025-02-16T23:21:00.000Z,ben’s new notes
https://docs.pipecat.ai/client/introduction,2025-02-16T23:21:00.000Z,ben’s new notes
https://voicewriter.io/blog/best-speech-recognition-api-2025,2025-02-16T23:21:00.000Z,ben’s new notes
https://arxiv.org/abs/2404.09841,2025-02-16T23:21:00.000Z,ben’s new notes
https://cartesia.ai/blog/state-of-voice-ai-2024,2025-02-16T23:21:00.000Z,ben’s new notes
https://cartesia.ai/startup,2025-02-16T23:21:00.000Z,ben’s new notes
https://stytch.com/blog/detecting-ai-agent-use-abuse/,2025-02-14T17:01:00.000Z,extension operator
https://icons.pqoqubbw.dev/,2025-02-10T18:19:00.000Z,feb reset
https://www.kibo-ui.com/dropzone,2025-02-10T18:19:00.000Z,feb reset
https://github.com/glideapps/glide-data-grid,2025-02-10T18:19:00.000Z,feb reset
https://scalar.com/,2025-02-10T18:19:00.000Z,feb reset
https://originui.com/,2025-02-10T18:19:00.000Z,feb reset
https://www.npmjs.com/package/dom-to-semantic-markdown,2025-02-10T18:19:00.000Z,feb reset
https://huggingface.co/sapienzanlp/relik-relation-extraction-nyt-large,2025-02-10T18:19:00.000Z,feb reset
https://huggingface.co/Babelscape/rebel-large,2025-02-10T18:19:00.000Z,feb reset
https://huggingface.co/numind/NuExtract,2025-02-10T18:19:00.000Z,feb reset
https://medium.com/@shahrukhx01/illustrated-gliner-e6971e4c8c52,2025-02-10T18:19:00.000Z,feb reset
https://huggingface.co/knowledgator/modern-gliner-bi-large-v1.0,2025-02-10T18:19:00.000Z,feb reset
https://huggingface.co/datasets/knowledgator/biomed_NER,2025-02-10T18:19:00.000Z,feb reset
https://huggingface.co/datasets/knowledgator/events_classification_biotech,2025-02-10T18:19:00.000Z,feb reset
https://huggingface.co/datasets/knowledgator/sentence_rex,2025-02-10T18:19:00.000Z,feb reset
https://huggingface.co/knowledgator/gliner-multitask-large-v0.5,2025-02-10T18:19:00.000Z,feb reset
https://huggingface.co/knowledgator/gliner-bi-large-v1.0,2025-02-10T18:19:00.000Z,feb reset
https://arxiv.org/html/2401.10825v3#bib.bib168,2025-02-10T18:19:00.000Z,feb reset
https://arxiv.org/html/2401.10825v3,2025-02-10T18:19:00.000Z,feb reset
https://huggingface.co/datasets/Universal-NER/Pile-NER-type,2025-02-10T18:19:00.000Z,feb reset
https://github.com/pyper-dev/pyper,2024-12-13T13:53:00.000Z,todos
https://news.ycombinator.com/item?id=42704160,2024-12-13T13:53:00.000Z,todos
https://ai.google.dev/gemini-api/docs/grounding?lang=python,2024-12-13T13:53:00.000Z,todos
https://github.com/rysana-ai/bundown,2024-12-13T13:53:00.000Z,todos
https://x.com/natfriedman/status/1872728492686885135?s=46&t=HBHv31n-PSDdD_vOuu7DZg,2024-12-13T13:53:00.000Z,todos
https://github.com/OpenSPG/KAG,2024-12-13T13:53:00.000Z,todos
https://github.com/lexiforest/curl_cffi,2024-12-13T13:53:00.000Z,todos
https://citymeetings.nyc/,2024-12-13T13:53:00.000Z,todos
https://fancycomponents.dev/,2024-12-13T13:53:00.000Z,todos
https://maxbo.me/celine/bibhtml/index.html,2024-12-13T13:53:00.000Z,todos
https://x.com/MarceloPLima/status/1869389842054025382,2024-12-13T13:53:00.000Z,todos
https://huggingface.co/docs/transformers/main/en/model_doc/modernbert,2024-12-13T13:53:00.000Z,todos
https://registry.jsonresume.org/explore,2024-12-13T13:53:00.000Z,todos
https://news.ycombinator.com/item?id=42431103,2024-12-13T13:53:00.000Z,todos
https://history.infowetrust.com/,2024-12-13T13:53:00.000Z,todos
https://github.com/bruin-data/bruin,2024-12-13T13:53:00.000Z,todos
https://github.com/Puchaczov/Musoq,2024-12-13T13:53:00.000Z,todos
https://github.com/langfuse/langfuse,2024-12-13T13:53:00.000Z,todos
https://x.com/simonsarris/status/1872378658738016282?s=46&t=HBHv31n-PSDdD_vOuu7DZg,2024-12-13T13:53:00.000Z,todos
https://ryelang.org/cookbook/working-with/spreadsheets/,2024-12-13T13:53:00.000Z,todos
https://news.ycombinator.com/item?id=42547003,2024-12-13T13:53:00.000Z,todos
https://en.wikipedia.org/wiki/Enigma_Technologies?utm_source=chatgpt.com,2024-11-23T18:28:00.000Z,Data sets / data brokers
https://en.wikipedia.org/wiki/CoreLogic,2024-11-23T18:28:00.000Z,Data sets / data brokers
https://voanews.github.io/datasets-for-journalists/,2024-11-23T18:28:00.000Z,Data sets / data brokers
https://libraries.io/,2024-11-23T18:28:00.000Z,Data sets / data brokers
http://data.gov/,2024-11-04T22:01:00.000Z,Comps / Refs
https://github.com/theodi/data-publish-list,2024-11-04T22:01:00.000Z,Comps / Refs
https://onlinelibrary.wiley.com/doi/full/10.1002/advs.202407094,2024-10-25T20:33:00.000Z,Multi-omics agent paper
https://onlinelibrary.wiley.com/doi/full/10.1002/advs.202407094#advs9394-bib-0023,2024-10-25T20:33:00.000Z,Multi-omics agent paper
https://onlinelibrary.wiley.com/doi/full/10.1002/advs.202407094#advs9394-bib-0024,2024-10-25T20:33:00.000Z,Multi-omics agent paper
